,wavenumber,experimental,"CO2 Î½2a, phase I"
2816,3315.17,4.12214,0.0
2817,3316.14,4.11986,0.0
2818,3317.1,4.11655,0.0
2819,3318.07,4.11068,0.0
2820,3319.03,4.11003,0.0
2821,3319.99,4.11192,0.0
2822,3320.96,4.10947,0.0
2823,3321.92,4.10698,0.0
2824,3322.89,4.10272,0.0
2825,3323.85,4.08835,0.0
2826,3324.82,4.07495,0.0
2827,3325.78,4.06479,0.0
2828,3326.74,4.07355,0.0
2829,3327.71,4.08287,0.0
2830,3328.67,4.08802,0.0
2831,3329.64,4.07775,0.0
2832,3330.6,4.06457,0.0
2833,3331.57,4.06577,0.0
2834,3332.53,4.07616,0.0
2835,3333.49,4.06426,0.0
2836,3334.46,4.06032,0.0
2837,3335.42,4.05184,0.0
2838,3336.39,4.04322,0.0
2839,3337.35,4.0398,0.0
2840,3338.32,4.02901,0.0
2841,3339.28,4.03146,0.0
2842,3340.24,4.0394,0.0
2843,3341.21,4.04458,0.0
2844,3342.17,4.03769,0.0
2845,3343.14,4.03291,0.0
2846,3344.1,4.03175,0.0
2847,3345.07,4.02801,0.0
2848,3346.03,4.02985,0.0
2849,3346.99,4.03267,0.0
2850,3347.96,4.03104,0.0
2851,3348.92,4.01398,0.0
2852,3349.89,3.99752,0.0
2853,3350.85,3.9943,0.0
2854,3351.82,4.00201,0.0
2855,3352.78,3.99862,0.0
2856,3353.74,4.0018,0.0
2857,3354.71,4.00496,0.0
2858,3355.67,4.01523,0.0
2859,3356.64,4.0079,0.0
2860,3357.6,3.99046,0.0
2861,3358.57,3.98168,0.0
2862,3359.53,3.97938,0.0
2863,3360.49,3.97728,0.0
2864,3361.46,3.97981,0.0
2865,3362.42,3.98101,0.0
2866,3363.39,3.97106,0.0
2867,3364.35,3.95633,0.0
2868,3365.32,3.95242,0.0
2869,3366.28,3.9444,0.0
2870,3367.24,3.9332,0.0
2871,3368.21,3.9275,0.0
2872,3369.17,3.9164,0.0
2873,3370.14,3.91935,0.0
2874,3371.1,3.93028,0.0
2875,3372.07,3.92782,0.0
2876,3373.03,3.9259,0.0
2877,3373.99,3.92557,0.0
2878,3374.96,3.92283,0.0
2879,3375.92,3.91588,0.0
2880,3376.89,3.9099,0.0
2881,3377.85,3.91133,0.0
2882,3378.82,3.91366,0.0
2883,3379.78,3.89912,0.0
2884,3380.74,3.89175,0.0
2885,3381.71,3.89126,0.0
2886,3382.67,3.8872,0.0
2887,3383.64,3.88851,0.0
2888,3384.6,3.89095,0.0
2889,3385.57,3.8908,0.0
2890,3386.53,3.88586,0.0
2891,3387.49,3.87372,0.0
2892,3388.46,3.87052,0.0
2893,3389.42,3.86068,0.0
2894,3390.39,3.84604,0.0
2895,3391.35,3.81039,0.0
2896,3392.32,3.81159,0.0
2897,3393.28,3.84793,0.0
2898,3394.24,3.84992,0.0
2899,3395.21,3.84235,0.0
2900,3396.17,3.82038,0.0
2901,3397.14,3.82096,0.0
2902,3398.1,3.82699,0.0
2903,3399.07,3.80434,0.0
2904,3400.03,3.77923,0.0
2905,3400.99,3.77949,0.0
2906,3401.96,3.78238,0.0
2907,3402.92,3.78631,0.0
2908,3403.89,3.79299,0.0
2909,3404.85,3.78805,0.0
2910,3405.82,3.78851,0.0
2911,3406.78,3.7859,0.0
2912,3407.74,3.76324,0.0
2913,3408.71,3.75253,0.0
2914,3409.67,3.75445,0.0
2915,3410.64,3.75789,0.0
2916,3411.6,3.74301,0.0
2917,3412.57,3.72999,0.0
2918,3413.53,3.73299,0.0
2919,3414.49,3.73649,0.0
2920,3415.46,3.73597,0.0
2921,3416.42,3.73595,0.0
2922,3417.39,3.73437,0.0
2923,3418.35,3.72993,0.0
2924,3419.32,3.71525,0.0
2925,3420.28,3.70767,0.0
2926,3421.24,3.7169,0.0
2927,3422.21,3.71462,0.0
2928,3423.17,3.71121,0.0
2929,3424.14,3.70232,0.0
2930,3425.1,3.68421,0.0
2931,3426.07,3.67978,0.0
2932,3427.03,3.67402,0.0
2933,3427.99,3.66599,0.0
2934,3428.96,3.66564,0.0
2935,3429.92,3.6461,0.0
2936,3430.89,3.64086,0.0
2937,3431.85,3.63717,0.0
2938,3432.82,3.62723,0.0
2939,3433.78,3.60694,0.0
2940,3434.74,3.5955,0.0
2941,3435.71,3.60213,0.0
2942,3436.67,3.61506,0.0
2943,3437.64,3.61484,0.0
2944,3438.6,3.61533,0.0
2945,3439.57,3.61875,0.0
2946,3440.53,3.61145,0.0
2947,3441.49,3.5895,0.0
2948,3442.46,3.59452,0.0
2949,3443.42,3.60242,0.0
2950,3444.39,3.58713,0.0
2951,3445.35,3.55539,0.0
2952,3446.32,3.53582,0.0
2953,3447.28,3.58268,0.0
2954,3448.24,3.5929,0.0
2955,3449.21,3.56986,0.0
2956,3450.17,3.55916,0.0
2957,3451.14,3.55525,0.0
2958,3452.1,3.54754,0.0
2959,3453.07,3.54624,0.0
2960,3454.03,3.53765,0.0
2961,3454.99,3.51556,0.0
2962,3455.96,3.50657,0.0
2963,3456.92,3.51608,0.0
2964,3457.89,3.51751,0.0
2965,3458.85,3.50007,0.0
2966,3459.82,3.48788,0.0
2967,3460.78,3.48573,0.0
2968,3461.74,3.49044,0.0
2969,3462.71,3.4924,0.0
2970,3463.67,3.4918,0.0
2971,3464.64,3.48621,0.0
2972,3465.6,3.46673,0.0
2973,3466.57,3.45405,0.0
2974,3467.53,3.45384,0.0
2975,3468.49,3.44063,0.0
2976,3469.46,3.43397,0.0
2977,3470.42,3.44142,0.0
2978,3471.39,3.44353,0.0
2979,3472.35,3.44106,0.0
2980,3473.32,3.44043,0.0
2981,3474.28,3.43214,0.0
2982,3475.24,3.43276,0.0
2983,3476.21,3.43118,0.0
2984,3477.17,3.41745,0.0
2985,3478.14,3.41066,0.0
2986,3479.1,3.38832,0.0
2987,3480.07,3.38366,0.0
2988,3481.03,3.38803,0.0
2989,3481.99,3.39551,0.0
2990,3482.96,3.40534,0.0
2991,3483.92,3.37799,0.0
2992,3484.89,3.37481,0.0
2993,3485.85,3.37291,0.0
2994,3486.82,3.36741,0.0
2995,3487.78,3.36798,0.0
2996,3488.74,3.39603,0.0
2997,3489.71,3.38154,0.0
2998,3490.67,3.37364,0.0
2999,3491.64,3.37434,0.0
3000,3492.6,3.36604,0.0
3001,3493.57,3.35062,0.0
3002,3494.53,3.34615,0.0
3003,3495.49,3.34617,0.0
3004,3496.46,3.35093,0.0
3005,3497.42,3.35248,0.0
3006,3498.39,3.3397,0.0
3007,3499.35,3.33037,0.0
3008,3500.32,3.33079,0.0
3009,3501.28,3.31007,0.0
3010,3502.24,3.27014,0.0
3011,3503.21,3.2937,0.0
3012,3504.17,3.34082,0.0
3013,3505.14,3.32978,0.0
3014,3506.1,3.31647,0.0
3015,3507.06,3.29735,0.0
3016,3508.03,3.2743,0.0
3017,3508.99,3.26358,0.0
3018,3509.96,3.30094,0.0
3019,3510.92,3.29723,0.0
3020,3511.89,3.291,0.0
3021,3512.85,3.27747,0.0
3022,3513.81,3.27,0.0
3023,3514.78,3.27076,0.0
3024,3515.74,3.27651,0.0
3025,3516.71,3.26988,0.0
3026,3517.67,3.26037,0.0
3027,3518.64,3.25546,0.0
3028,3519.6,3.26648,0.0
3029,3520.56,3.25855,0.0
3030,3521.53,3.23399,0.0
3031,3522.49,3.208,0.0
3032,3523.46,3.2356,0.0
3033,3524.42,3.23318,0.0
3034,3525.39,3.21684,0.0
3035,3526.35,3.19411,0.0
3036,3527.31,3.20573,0.0
3037,3528.28,3.20603,0.0
3038,3529.24,3.22919,0.0
3039,3530.21,3.21993,0.0
3040,3531.17,3.20328,0.0
3041,3532.14,3.19994,0.0
3042,3533.1,3.18763,0.0
3043,3534.06,3.17443,0.0
3044,3535.03,3.15278,0.0
3045,3535.99,3.15536,0.0
3046,3536.96,3.19224,0.0
3047,3537.92,3.16892,0.0
3048,3538.89,3.15683,0.0
3049,3539.85,3.15601,0.0
3050,3540.81,3.15509,0.0
3051,3541.78,3.13275,0.0
3052,3542.74,3.11863,0.0
3053,3543.71,3.10666,0.0
3054,3544.67,3.09669,0.0
3055,3545.64,3.11658,0.0
3056,3546.6,3.11329,0.0
3057,3547.56,3.17001,0.0
3058,3548.53,3.15248,0.0
3059,3549.49,3.10394,0.0
3060,3550.46,3.07678,0.0
3061,3551.42,3.04284,0.0
3062,3552.39,3.09085,0.0
3063,3553.35,3.11395,0.0
3064,3554.31,3.10728,0.0
3065,3555.28,3.09178,0.0
3066,3556.24,3.07645,0.0
3067,3557.21,3.08456,0.0
3068,3558.17,3.06414,0.0
3069,3559.14,3.03272,0.0
3070,3560.1,3.05561,0.0
3071,3561.06,3.06375,0.0
3072,3562.03,3.03458,0.0
3073,3562.99,3.01749,0.0
3074,3563.96,3.02995,0.0
3075,3564.92,2.9115,0.0
3076,3565.89,2.89774,0.0
3077,3566.85,2.97606,0.0
3078,3567.81,3.06178,0.0
3079,3568.78,3.18229,0.0
3080,3569.74,3.04298,0.0
3081,3570.71,3.0054,0.0
3082,3571.67,3.00185,0.0
3083,3572.64,2.98183,0.0
3084,3573.6,2.9642,0.0
3085,3574.56,2.97704,0.0
3086,3575.53,2.97452,0.0
3087,3576.49,2.95619,0.0
3088,3577.46,2.97425,0.0
3089,3578.42,2.95963,0.0
3090,3579.39,2.94991,0.0
3091,3580.35,2.97594,0.0
3092,3581.31,2.96019,0.0
3093,3582.28,2.93147,0.0
3094,3583.24,2.92834,0.0
3095,3584.21,2.934,0.0
3096,3585.17,2.76765,0.0
3097,3586.14,2.74589,0.0
3098,3587.1,2.93016,0.0
3099,3588.06,2.87787,0.0
3100,3589.03,3.04855,0.0
3101,3589.99,3.02616,0.0
3102,3590.96,2.92339,0.0
3103,3591.92,2.84664,0.0
3104,3592.89,2.85837,0.0
3105,3593.85,2.92553,0.0
3106,3594.81,2.83652,0.0
3107,3595.78,2.91413,0.0
3108,3596.74,2.89421,0.0
3109,3597.71,2.83847,0.0
3110,3598.67,2.86481,0.0
3111,3599.64,2.8372,0.0
3112,3600.6,2.81654,0.0
3113,3601.56,2.87858,0.0
3114,3602.53,2.85578,0.0
3115,3603.49,2.85558,0.0
3116,3604.46,2.84158,0.0
3117,3605.42,2.76694,0.0
3118,3606.39,2.70202,0.0
3119,3607.35,2.82493,0.0
3120,3608.31,2.64613,0.0
3121,3609.28,2.81859,0.0
3122,3610.24,3.06346,0.0
3123,3611.21,2.80264,0.0
3124,3612.17,2.74548,0.0
3125,3613.14,2.99364,0.0
3126,3614.1,2.94487,0.0
3127,3615.06,2.95054,0.0
3128,3616.03,2.89403,0.0
3129,3616.99,2.7215,0.0
3130,3617.96,2.77758,0.0
3131,3618.92,2.6856,0.0
3132,3619.89,2.89243,0.0
3133,3620.85,2.98551,0.0
3134,3621.81,2.82769,0.0
3135,3622.78,2.78808,0.0
3136,3623.74,2.75225,0.0
3137,3624.71,2.71559,0.0
3138,3625.67,2.69666,0.0
3139,3626.64,2.64093,0.0
3140,3627.6,2.35264,0.0
3141,3628.56,2.48495,0.0
3142,3629.53,2.93548,0.0
3143,3630.49,3.07678,0.0
3144,3631.46,2.83686,0.0
3145,3632.42,2.61285,0.0
3146,3633.39,2.57399,0.0
3147,3634.35,2.7486,0.0
3148,3635.31,2.70639,0.0
3149,3636.28,2.65286,0.0
3150,3637.24,2.61709,0.0
3151,3638.21,2.64332,0.0
3152,3639.17,2.67185,0.0
3153,3640.13,2.63409,0.0
3154,3641.1,2.6091,0.0
3155,3642.06,2.61634,0.0
3156,3643.03,2.63718,0.0
3157,3643.99,2.61419,0.0
3158,3644.96,2.57459,0.0
3159,3645.92,2.36852,0.0
3160,3646.88,2.48008,0.0
3161,3647.85,2.58065,0.0
3162,3648.81,2.42676,0.0
3163,3649.78,2.64099,0.0
3164,3650.74,2.73807,0.0
3165,3651.71,2.85585,0.0
3166,3652.67,2.70315,0.0
3167,3653.63,2.58567,0.0
3168,3654.6,2.46383,0.0
3169,3655.56,2.27726,0.0
3170,3656.53,2.64573,0.0
3171,3657.49,2.77756,0.0
3172,3658.46,2.5697,0.0
3173,3659.42,2.52946,0.0
3174,3660.38,2.54786,0.0
3175,3661.35,2.55793,0.0
3176,3662.31,2.52972,0.0
3177,3663.28,2.53295,0.0
3178,3664.24,2.51707,0.0
3179,3665.21,2.52726,0.0
3180,3666.17,2.51777,0.0
3181,3667.13,2.36185,0.0
3182,3668.1,2.25942,0.0
3183,3669.06,2.36324,0.0
3184,3670.03,2.20746,0.0
3185,3670.99,2.88283,0.0
3186,3671.95,2.79337,0.0
3187,3672.92,2.41541,0.0
3188,3673.88,2.01467,0.0
3189,3674.85,1.96975,0.0
3190,3675.81,2.82708,0.0
3191,3676.78,3.01575,0.0
3192,3677.74,2.52255,0.0
3193,3678.7,2.38297,0.0
3194,3679.67,2.50185,0.0
3195,3680.63,2.55254,0.0
3196,3681.6,2.47721,0.0
3197,3682.56,2.44937,0.0
3198,3683.53,2.41676,0.0
3199,3684.49,2.42355,0.0
3200,3685.45,2.41494,0.0
3201,3686.42,2.33616,0.0
3202,3687.38,1.86981,0.0
3203,3688.35,2.21534,0.0
3204,3689.31,2.77411,0.0
3205,3690.28,2.35222,0.0
3206,3691.24,2.50026,0.0
3207,3692.2,2.59896,0.0
3208,3693.17,2.44566,0.0
3209,3694.13,2.40245,0.0
3210,3695.1,2.39839,0.0
3211,3696.06,2.39358,0.0
3212,3697.03,2.40198,0.0
3213,3697.99,2.38291,0.0
3214,3698.95,2.379,0.0
3215,3699.92,2.34008,0.0
3216,3700.88,2.18885,0.0
3217,3701.85,2.37968,0.0
3218,3702.81,2.55697,0.0
3219,3703.78,2.42444,0.0
3220,3704.74,2.36532,0.0
3221,3705.7,2.37861,0.0
3222,3706.67,2.38765,0.0
3223,3707.63,2.2584,0.0
3224,3708.6,2.15214,0.0
3225,3709.56,2.49544,0.0
3226,3710.53,2.41428,0.0
3227,3711.49,2.06277,0.0
3228,3712.45,2.74325,0.0
3229,3713.42,2.74022,0.0
3230,3714.38,2.38277,0.0
3231,3715.35,2.40579,0.0
3232,3716.31,2.38294,0.0
3233,3717.28,2.33693,0.0
3234,3718.24,2.27636,0.0
3235,3719.2,2.43572,0.0
3236,3720.17,2.44104,0.0
3237,3721.13,2.22317,0.0
3238,3722.1,2.3036,0.0
3239,3723.06,2.52647,0.0
3240,3724.03,2.41064,0.0
3241,3724.99,2.35513,0.0
3242,3725.95,2.37507,0.0
3243,3726.92,2.54775,0.0
3244,3727.88,2.61506,0.0
3245,3728.85,2.5771,0.0
3246,3729.81,2.5499,0.0
3247,3730.78,2.39579,0.0
3248,3731.74,2.3827,0.0
3249,3732.7,2.92439,0.0
3250,3733.67,2.59747,0.0
3251,3734.63,2.40752,0.0
3252,3735.6,2.52313,0.0
3253,3736.56,2.70866,0.0
3254,3737.53,2.76875,0.0
3255,3738.49,2.59693,0.0
3256,3739.45,2.486,0.0
3257,3740.42,2.3705,0.0
3258,3741.38,2.50348,0.0
3259,3742.35,2.40394,0.0
3260,3743.31,1.54898,0.0
3261,3744.28,1.76687,0.0
3262,3745.24,3.3741,0.0
3263,3746.2,2.66824,0.0
3264,3747.17,2.35416,0.0
3265,3748.13,1.82372,0.0
3266,3749.1,1.92525,0.0
3267,3750.06,2.86041,0.0
3268,3751.03,2.2551,0.0
3269,3751.99,2.16837,0.0
3270,3752.95,2.90961,0.0
3271,3753.92,2.60497,0.0
3272,3754.88,2.26683,0.0
3273,3755.85,2.19089,0.0
3274,3756.81,2.41074,0.0
3275,3757.78,2.38305,0.0
3276,3758.74,2.11483,0.0
3277,3759.7,2.36981,0.0
3278,3760.67,2.50628,0.0
3279,3761.63,2.31481,0.0
3280,3762.6,2.28138,0.0
3281,3763.56,2.24921,0.0
3282,3764.53,2.15164,0.0
3283,3765.49,2.20654,0.0
3284,3766.45,2.44948,0.0
3285,3767.42,2.35178,0.0
3286,3768.38,2.06454,0.0
3287,3769.35,2.00651,0.0
3288,3770.31,2.49952,0.0
3289,3771.28,2.45145,0.0
3290,3772.24,2.28265,0.0
3291,3773.2,2.2621,0.0
3292,3774.17,2.25786,0.0
3293,3775.13,2.24458,0.0
3294,3776.1,2.24719,0.0
3295,3777.06,2.22798,0.0
3296,3778.03,2.15565,0.0
3297,3778.99,2.09435,0.0
3298,3779.95,2.40739,0.0
3299,3780.92,2.36766,0.0
3300,3781.88,2.24679,0.0
3301,3782.85,2.22248,0.0
3302,3783.81,2.17124,0.0
3303,3784.78,2.21733,0.0
3304,3785.74,2.2914,0.0
3305,3786.7,2.24591,0.0
3306,3787.67,2.24483,0.0
3307,3788.63,2.22983,0.0
3308,3789.6,2.23089,0.0
3309,3790.56,2.21855,0.0
3310,3791.53,2.22572,0.0
3311,3792.49,2.23572,0.0
3312,3793.45,2.2528,0.0
3313,3794.42,2.20926,0.0
3314,3795.38,2.0442,0.0
3315,3796.35,2.12398,0.0
3316,3797.31,2.35485,0.0
3317,3798.28,2.25835,0.0
3318,3799.24,2.13837,0.0
3319,3800.2,1.68434,0.0
3320,3801.17,1.90021,0.0
3321,3802.13,2.66812,0.0
3322,3803.1,2.4596,0.0
3323,3804.06,2.24802,0.0
3324,3805.03,2.13846,0.0
3325,3805.99,1.7779,0.0
3326,3806.95,2.29538,0.0
3327,3807.92,2.59965,0.0
3328,3808.88,2.23559,0.0
3329,3809.85,2.168,0.0
3330,3810.81,2.14699,0.0
3331,3811.78,2.15455,0.0
3332,3812.74,2.147,0.0
3333,3813.7,2.11844,0.0
3334,3814.67,1.85715,0.0
3335,3815.63,1.88261,0.0
3336,3816.6,2.55972,0.0
3337,3817.56,2.35764,0.0
3338,3818.53,2.11674,0.0
3339,3819.49,1.93272,0.0
3340,3820.45,1.83045,0.0
3341,3821.42,2.22146,0.0
3342,3822.38,2.52844,0.0
3343,3823.35,2.30298,0.0
3344,3824.31,2.14083,0.0
3345,3825.28,2.08277,0.0
3346,3826.24,2.02959,0.0
3347,3827.2,2.23782,0.0
3348,3828.17,2.22536,0.0
3349,3829.13,2.14241,0.0
3350,3830.1,2.04267,0.0
3351,3831.06,1.94803,0.0
3352,3832.03,2.2196,0.0
3353,3832.99,2.24879,0.0
3354,3833.95,1.86855,0.0
3355,3834.92,2.03281,0.0
3356,3835.88,2.13949,0.0
3357,3836.85,1.69156,0.0
3358,3837.81,2.21777,0.0
3359,3838.78,2.55857,0.0
3360,3839.74,2.10394,0.0
3361,3840.7,2.15747,0.0
3362,3841.67,2.25601,0.0
3363,3842.63,1.98522,0.0
3364,3843.6,2.02541,0.0
3365,3844.56,2.28675,0.0
3366,3845.53,2.15183,0.0
3367,3846.49,2.08293,0.0
3368,3847.45,2.04892,0.0
3369,3848.42,2.03557,0.0
3370,3849.38,2.04722,0.0
3371,3850.35,1.9512,0.0
3372,3851.31,1.58533,0.0
3373,3852.28,1.91681,0.0
3374,3853.24,1.60462,0.0
3375,3854.2,2.59887,0.0
3376,3855.17,3.01145,0.0
3377,3856.13,2.0853,0.0
3378,3857.1,2.02096,0.0
3379,3858.06,2.13934,0.0
3380,3859.02,2.09248,0.0
3381,3859.99,1.99569,0.0
3382,3860.95,1.8742,0.0
3383,3861.92,2.0213,0.0
3384,3862.88,2.06531,0.0
3385,3863.85,1.80911,0.0
3386,3864.81,1.93401,0.0
3387,3865.77,2.30751,0.0
3388,3866.74,2.158,0.0
3389,3867.7,1.87069,0.0
3390,3868.67,1.67098,0.0
3391,3869.63,1.93501,0.0
3392,3870.6,2.38336,0.0
3393,3871.56,2.23668,0.0
3394,3872.52,1.89991,0.0
3395,3873.49,1.78017,0.0
3396,3874.45,2.12021,0.0
3397,3875.42,2.16968,0.0
3398,3876.38,2.00018,0.0
3399,3877.35,1.98004,0.0
3400,3878.31,1.92263,0.0
3401,3879.27,1.68789,0.0
3402,3880.24,1.8379,0.0
3403,3881.2,2.18185,0.0
3404,3882.17,2.04685,0.0
3405,3883.13,1.96981,0.0
3406,3884.1,1.87674,0.0
3407,3885.06,1.60967,0.0
3408,3886.02,2.24824,0.0
3409,3886.99,2.29614,0.0
3410,3887.95,1.97532,0.0
3411,3888.92,1.95176,0.0
3412,3889.88,1.73192,0.0
3413,3890.84,1.71389,0.0
3414,3891.81,2.19194,0.0
3415,3892.77,2.08652,0.0
3416,3893.74,1.97164,0.0
3417,3894.7,1.96687,0.0
3418,3895.67,1.94376,0.0
3419,3896.63,1.90445,0.0
3420,3897.59,1.78964,0.0
3421,3898.56,1.69817,0.0
3422,3899.52,2.08085,0.0
3423,3900.49,2.00358,0.0
3424,3901.45,1.82098,0.0
3425,3902.42,2.05403,0.0
3426,3903.38,1.77486,0.0
3427,3904.34,2.04612,0.0
3428,3905.31,2.10451,0.0
3429,3906.27,2.00953,0.0
3430,3907.24,1.98784,0.0
3431,3908.2,1.91562,0.0
3432,3909.17,1.9138,0.0
3433,3910.13,1.92377,0.0
3434,3911.09,1.91655,0.0
3435,3912.06,1.90839,0.0
3436,3913.02,1.90193,0.0
3437,3913.99,1.89794,0.0
3438,3914.95,1.83427,0.0
3439,3915.92,1.75753,0.0
3440,3916.88,1.86619,0.0
3441,3917.84,2.01778,0.0
3442,3918.81,1.87644,0.0
3443,3919.77,1.87222,0.0
3444,3920.74,1.97287,0.0
3445,3921.7,1.88993,0.0
3446,3922.67,1.83293,0.0
3447,3923.63,1.79306,0.0
3448,3924.59,1.84808,0.0
3449,3925.56,1.92479,0.0
3450,3926.52,1.89274,0.0
3451,3927.49,1.84642,0.0
3452,3928.45,1.83026,0.0
3453,3929.42,1.84022,0.0
3454,3930.38,1.84309,0.0
3455,3931.34,1.76172,0.0
3456,3932.31,1.81509,0.0
3457,3933.27,1.92536,0.0
3458,3934.24,1.88269,0.0
3459,3935.2,1.86229,0.0
3460,3936.17,1.84328,0.0
3461,3937.13,1.82949,0.0
3462,3938.09,1.83537,0.0
3463,3939.06,1.83675,0.0
3464,3940.02,1.83167,0.0
3465,3940.99,1.7993,0.0
3466,3941.95,1.71975,0.0
3467,3942.92,1.81444,0.0
3468,3943.88,1.87717,0.0
3469,3944.84,1.84028,0.0
3470,3945.81,1.81206,0.0
3471,3946.77,1.73977,0.0
3472,3947.74,1.78052,0.0
3473,3948.7,1.79842,0.0
3474,3949.67,1.78983,0.0
3475,3950.63,1.85175,0.0
3476,3951.59,1.79999,0.0
3477,3952.56,1.77941,0.0
3478,3953.52,1.79312,0.0
3479,3954.49,1.79777,0.0
3480,3955.45,1.78384,0.0
3481,3956.42,1.77582,0.0
3482,3957.38,1.79444,0.0
3483,3958.34,1.79891,0.0
3484,3959.31,1.78416,0.0
3485,3960.27,1.75453,0.0
3486,3961.24,1.74231,0.0
3487,3962.2,1.77451,0.0
3488,3963.17,1.77308,0.0
3489,3964.13,1.75622,0.0
3490,3965.09,1.75779,0.0
3491,3966.06,1.74963,0.0
3492,3967.02,1.72773,0.0
3493,3967.99,1.72442,0.0
3494,3968.95,1.75464,0.0
3495,3969.92,1.76465,0.0
3496,3970.88,1.73177,0.0
3497,3971.84,1.71712,0.0
3498,3972.81,1.71818,0.0
3499,3973.77,1.71899,0.0
3500,3974.74,1.72449,0.0
3501,3975.7,1.72619,0.0
3502,3976.67,1.72072,0.0
3503,3977.63,1.71507,0.0
3504,3978.59,1.72436,0.0
3505,3979.56,1.72604,0.0
3506,3980.52,1.70891,0.0
3507,3981.49,1.70203,0.0
3508,3982.45,1.71779,0.0
3509,3983.42,1.71856,0.0
3510,3984.38,1.69279,0.0
3511,3985.34,1.68768,0.0
3512,3986.31,1.69144,0.0
3513,3987.27,1.69454,0.0
3514,3988.24,1.68595,0.0
3515,3989.2,1.66572,0.0
3516,3990.17,1.66662,0.0
3517,3991.13,1.67712,0.0
3518,3992.09,1.67565,0.0
3519,3993.06,1.67592,0.0
3520,3994.02,1.67042,0.0
3521,3994.99,1.67221,0.0
3522,3995.95,1.67087,0.0
3523,3996.92,1.66569,0.0
3524,3997.88,1.66372,0.0
3525,3998.84,1.65109,0.0
3526,3999.81,1.64402,0.0
